번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
392,부산광역시 사하구청,부산광역시 사하구 다대로554번길 23,부산광역시 사하구 다대동 944-1,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.05744,128.96943,2023-02-16
393,부산광역시 사하구청,부산광역시 사하구 몰운대2길 1,부산광역시 사하구 다대동 468-21,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.04616,128.96903,2023-02-16
394,부산광역시 사하구청,부산광역시 사하구 다대동 411-32,부산광역시 사하구 다대동 411-32,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.04814,128.97003,2023-02-16
395,부산광역시 사하구청,부산광역시 사하구 다송로84번길 132,부산광역시 사하구 다대동 316-12,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.05777,128.97905,2023-02-16
396,부산광역시 사하구청,부산광역시 사하구 다대로381번길 60,부산광역시 사하구 다대동 93-7,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.06671,128.98359,2023-02-16
397,부산광역시 사하구청,부산광역시 사하구 을숙도대로755번길 28,부산광역시 사하구 구평동 20-3,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.08702,128.98745,2023-02-16
398,부산광역시 사하구청,부산광역시 사하구 감천로42번길 21-1,부산광역시 사하구 감천동 789-3,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.08877,128.99601,2023-02-16
399,부산광역시 사하구청,부산광역시 사하구 낙동대로519번길 80,부산광역시 사하구 하단동 501,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.11071,128.96093,2023-02-16
400,부산광역시 사하구청,부산광역시 사하구 낙동대로519번길 80,부산광역시 사하구 하단동 501,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.11071,128.96093,2023-02-16
401,부산광역시 사하구청,부산광역시 사하구 낙동대로519번길 80,부산광역시 사하구 하단동 501,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.11071,128.96093,2023-02-16
402,부산광역시 사하구청,부산광역시 사하구 낙동대로519번길 80,부산광역시 사하구 하단동 501,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.11071,128.96093,2023-02-16
403,부산광역시 사하구청,부산광역시 사하구 괴정동207-62,부산광역시 사하구 괴정동207-62,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10529,129.00154,2023-02-16
404,부산광역시 사하구청,부산광역시 사하구 낙동대로 535번길 54,부산광역시 사하구 하단동 487-26,다목적,1,200,360도 전방면,30,2021-06,051-220-4344,35.111423,128.961578,2023-02-16
405,부산광역시 사하구청,부산광역시 사하구 낙동남로 1423번길 113,부산광역시 사하구 하단동 499-4,다목적,1,200,360도 전방면,30,2021-06,051-220-4344,35.111175,128.96434,2023-02-16
406,부산광역시 사하구청,부산광역시 사하구 승학로 3번길 96-3,부산광역시 사하구 하단동 507-7,다목적,1,200,360도 전방면,30,2021-06,051-220-4344,35.110351,128.967163,2023-02-16
407,부산광역시 사하구청,부산광역시 사하구 낙동남로 1361번길 9,부산광역시 사하구 하단동 870-84,다목적,1,200,360도 전방면,30,2021-06,051-220-4344,35.107013,128.960479,2023-02-16
408,부산광역시 사하구청,부산광역시 사하구 대티로41번길50,부산광역시 사하구 괴정동193-175,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.10788,129.003495,2023-02-16
409,부산광역시 사하구청,부산광역시 사하구 대티로41번길50,부산광역시 사하구 괴정동193-175,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.10788,129.003495,2023-02-16
410,부산광역시 사하구청,부산광역시 사하구 대티로63번나길 12,부산광역시 사하구 괴정동 193-187,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.107739,129.005113,2023-02-16
411,부산광역시 사하구청,부산광역시 사하구 대티로63번나길 12,부산광역시 사하구 괴정동 193-187,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.107739,129.005113,2023-02-16
412,부산광역시 사하구청,부산광역시 사하구 대티로63번길 28-3,부산광역시 사하구 괴정동 100-36,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.1070459,129.005548,2023-02-16
413,부산광역시 사하구청,부산광역시 사하구 대티로63번길 28-3,부산광역시 사하구 괴정동 100-36,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.1070459,129.005548,2023-02-16
414,부산광역시 사하구청,부산광역시 사하구 대티로63번가길 11-1,부산광역시 사하구 괴정동 100-88,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.107486,129.006962,2023-02-16
415,부산광역시 사하구청,부산광역시 사하구 대티로63번가길 11-1,부산광역시 사하구 괴정동 100-88,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.107486,129.006962,2023-02-16
416,부산광역시 사하구청,부산광역시 사하구 대티로81번길 22,부산광역시 사하구 괴정동 100-103,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.107277,129.007666,2023-02-16
417,부산광역시 사하구청,부산광역시 사하구 대티로81번길 22,부산광역시 사하구 괴정동 100-103,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.107277,129.0076668,2023-02-16
418,부산광역시 사하구청,부산광역시 사하구 대티로107번길 59,부산광역시 사하구 괴정동 100-47,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.10779,129.007890,2023-02-16
419,부산광역시 사하구청,부산광역시 사하구 대티로107번길 59,부산광역시 사하구 괴정동 100-47,다목적,1,200,360도 전방면,30,2021-08,051-220-4344,35.107791,129.007890,2023-02-16
420,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092255,128.968906,2023-02-16
421,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092255,128.968906,2023-02-16
422,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092255,128.968906,2023-02-16
423,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092343,128.968683,2023-02-16
424,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092343,128.968683,2023-02-16
425,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092343,128.968683,2023-02-16
426,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092602,128.96871,2023-02-16
427,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092602,128.96871,2023-02-16
428,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092602,128.96871,2023-02-16
429,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092923,128.96878,2023-02-16
430,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092923,128.96878,2023-02-16
431,부산광역시 사하구청,부산광역시 사하구 신평동 354-10,부산광역시 사하구 신평동 354-10,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.092923,128.96878,2023-02-16
432,부산광역시 사하구청,부산광역시 사하구 괴정동 218-31,부산광역시 사하구 괴정동 218-31,다목적,1,200,360도 전방면,30,2022-04,051-220-4344,35.108206,128.99877,2023-02-16
433,부산광역시 사하구청,부산광역시 사하구 괴정동 산9,부산광역시 사하구 괴정동 산9,다목적,1,200,360도 전방면,30,2022-04,051-220-4344,35.106358,129.000982,2023-02-16
434,부산광역시 사하구청,부산광역시 사하구 괴정동 산9,부산광역시 사하구 괴정동 산9,다목적,1,200,360도 전방면,30,2022-04,051-220-4344,35.106358,129.000982,2023-02-16
435,부산광역시 사하구청,부산광역시 사하구 괴정동 산9,부산광역시 사하구 괴정동 산9,다목적,1,200,360도 전방면,30,2022-04,051-220-4344,35.106358,129.000982,2023-02-16
436,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109234,128.963012,2023-02-16
437,부산광역시 사하구청,부산광역시 사하구 장림시장4길 133,부산광역시 사하구 장림동 342,다목적,1,200,360도 전방면,30,2017-11,051-220-4344,35.08027,128.96939,2023-02-16
438,부산광역시 사하구청,부산광역시 사하구 옥천로75번길 14,부산광역시 사하구 감천동 12-121,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.09399,129.00908,2023-02-16
439,부산광역시 사하구청,부산광역시 사하구 다대로530번길 21,부산광역시 사하구 다대동 934-1,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.05957,128.97098,2023-02-16
440,부산광역시 사하구청,부산광역시 사하구 윤공단로51번길 22,부산광역시 사하구 다대동 949-19,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.05603,128.96727,2023-02-16
441,부산광역시 사하구청,부산광역시 사하구 윤공단로 58,부산광역시 사하구 다대동 946-10,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.05742,128.96748,2023-02-16
442,부산광역시 사하구청,부산광역시 사하구 하신번영로 243,부산광역시 사하구 하단동 1172,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.10278,128.956716,2023-02-16
443,부산광역시 사하구청,부산광역시 사하구 하신번영로 243,부산광역시 사하구 하단동 1172,다목적,1,200,360도 전방면,30,2013-12,051-220-4344,35.10262,128.958232,2023-02-16
444,부산광역시 사하구청,부산광역시 사하구 낙동대로280번길 2,부산광역시 사하구 괴정동 769-3,다목적,1,200,360도 전방면,30,2018-05,051-220-4344,35.09952,128.9864,2023-02-16
445,부산광역시 사하구청,부산광역시 사하구 다대로 740,부산광역시 사하구 다대1동 1548-5,다목적,1,200,360도 전방면,30,2018-11,051-220-4344,35.050679,128.959332,2023-02-16
446,부산광역시 사하구청,부산광역시 사하구 낙동대로 449,부산광역시 사하구 하단1동 619-1,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.105061,128.96932,2023-02-16
447,부산광역시 사하구청,부산광역시 사하구 낙동대로 449,부산광역시 사하구 하단1동 619-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.105061,128.96932,2023-02-16
448,부산광역시 사하구청,부산광역시 사하구 낙동대로 449,부산광역시 사하구 하단1동 619-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.105061,128.96932,2023-02-16
449,부산광역시 사하구청,부산광역시 사하구 낙동대로 449,부산광역시 사하구 하단1동 619-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.105061,128.96932,2023-02-16
450,부산광역시 사하구청,부산광역시 사하구 괴정로 119,부산광역시 사하구 당리동 337-3,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.101264,128.976431,2023-02-16
451,부산광역시 사하구청,부산광역시 사하구 괴정로 119,부산광역시 사하구 당리동 337-3,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.101264,128.976431,2023-02-16
452,부산광역시 사하구청,부산광역시 사하구 괴정로 119,부산광역시 사하구 당리동 337-3,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.101264,128.976431,2023-02-16
453,부산광역시 사하구청,부산광역시 사하구 괴정로 119,부산광역시 사하구 당리동 337-3,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.101264,128.976431,2023-02-16
454,부산광역시 사하구청,부산광역시 사하구 감천로21번길 41,부산광역시 사하구 감천1동 589,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.092904,128.996636,2023-02-16
455,부산광역시 사하구청,부산광역시 사하구 서포로 61,부산광역시 사하구 구평동 173-2,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.081217,128.989936,2023-02-16
456,부산광역시 사하구청,부산광역시 사하구 사하로 98,부산광역시 사하구 감천1동 808-29,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.090338,128.993892,2023-02-16
457,부산광역시 사하구청,부산광역시 사하구 다대로586번길 14,부산광역시 사하구 다대1동 583-2,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.053904,128.969904,2023-02-16
458,부산광역시 사하구청,부산광역시 사하구 장림시장11길 48,부산광역시 사하구 장림1동 640-192,다목적,1,200,360도 전방면,30,2018-12,051-220-4344,35.079417,128.967629,2023-02-16
459,부산광역시 사하구청,부산광역시 사하구 감천로 40,부산광역시 사하구 감천동 662-5,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.09079,128.99714,2023-02-16
460,부산광역시 사하구청,부산광역시 사하구 다대낙조2길 13,부산광역시 사하구 다대동 1548-11,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.05136,128.96296,2023-02-16
461,부산광역시 사하구청,부산광역시 사하구 서포로30번길 3,부산광역시 사하구 구평동 506-3,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.08327,128.98591,2023-02-16
462,부산광역시 사하구청,부산광역시 사하구 윤공단로 74,부산광역시 사하구 다대동 938-12,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.05852,128.96835,2023-02-16
463,부산광역시 사하구청,부산광역시 사하구 낙동대로233번길 21-15,부산광역시 사하구 괴정동 945-5,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.09871,128.99306,2023-02-16
464,부산광역시 사하구청,부산광역시 사하구 승학로233번길 80,부산광역시 사하구 괴정동 1063-136,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10562,128.98979,2023-02-16
465,부산광역시 사하구청,부산광역시 사하구 대티로 44,부산광역시 사하구 괴정동 199-6,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10546,129.00391,2023-02-16
466,부산광역시 사하구청,부산광역시 사하구 오작로122번길 5,부산광역시 사하구 괴정동 352-74,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10232,129.0049,2023-02-16
467,부산광역시 사하구청,부산광역시 사하구 오작로 86-1,부산광역시 사하구 괴정동 378-7,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.09999,129.00232,2023-02-16
468,부산광역시 사하구청,부산광역시 사하구 오작로8번길 15-2,부산광역시 사하구 괴정동 448-31,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.09704,128.99553,2023-02-16
469,부산광역시 사하구청,부산광역시 사하구 낙동대로164번길 9,부산광역시 사하구 괴정동 251-9,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10266,128.99786,2023-02-16
470,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109234,128.963012,2023-02-16
471,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.108997,128.963494,2023-02-16
472,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.108422,128.964127,2023-02-16
473,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.110226,128.962717,2023-02-16
474,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109528,128.961821,2023-02-16
475,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109883,128.961633,2023-02-16
476,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109883,128.961633,2023-02-16
477,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.10904,128.962668,2023-02-16
478,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109234,128.963832,2023-02-16
479,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109102,128.965468,2023-02-16
480,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109102,128.965468,2023-02-16
481,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.108992,128.965345,2023-02-16
482,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.108992,128.964878,2023-02-16
483,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.108992,128.964878,2023-02-16
484,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109589,128.963816,2023-02-16
485,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.109589,128.963816,2023-02-16
486,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.109589,128.963816,2023-02-16
487,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109254,128.9643,2023-02-16
488,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.109254,128.9643,2023-02-16
489,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.10933,128.964616,2023-02-16
490,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-02,051-220-4344,35.10933,128.964616,2023-02-16
491,부산광역시 사하구청,부산광역시 사하구 하단동 786-1,부산광역시 사하구 하단동 786-1,다목적,1,200,360도 전방면,30,2022-11,051-220-4344,35.10933,128.964616,2023-02-16
492,부산광역시 사하구청,부산광역시 사하구 장평로299번안길19,부산광역시 사하구 신평동170,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97221,2023-02-16
493,부산광역시 사하구청,부산광역시 사하구 장평로299번안길19,부산광역시 사하구 신평동170,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97221,2023-02-16
494,부산광역시 사하구청,부산광역시 사하구 장평로299번안길19,부산광역시 사하구 신평동170,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09395,128.97211,2023-02-16
495,부산광역시 사하구청,부산광역시 사하구 다대로130번길163,부산광역시 사하구 신평동161-69,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09304,128.97413,2023-02-16
496,부산광역시 사하구청,부산광역시 사하구 다대로130번길163,부산광역시 사하구 신평동161-69,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09304,128.97413,2023-02-16
497,부산광역시 사하구청,부산광역시 사하구 다대로130번길163,부산광역시 사하구 신평동161-69,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09304,128.97413,2023-02-16
498,부산광역시 사하구청,부산광역시 사하구 장평로322번길10,부산광역시 사하구 신평동11-188,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97542,2023-02-16
499,부산광역시 사하구청,부산광역시 사하구 장평로322번길10,부산광역시 사하구 신평동11-188,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97542,2023-02-16
500,부산광역시 사하구청,부산광역시 사하구 장평로322번길10,부산광역시 사하구 신평동11-188,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97542,2023-02-16
501,부산광역시 사하구청,부산광역시 사하구 장평로322번길10,부산광역시 사하구 신평동11-188,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.09367,128.97542,2023-02-16
502,부산광역시 사하구청,부산광역시 사하구 신평동73-1,부산광역시 사하구 신평동73-1,다목적,1,200,360도 전방면,30,2022-06,051-220-4344,35.08972,128.97762,2023-02-16
503,부산광역시 사하구청,부산광역시 사하구 오작로8번길 2,부산광역시 사하구 괴정동 466-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.0973,128.99482,2023-02-16
504,부산광역시 사하구청,부산광역시 사하구 오작로8번길 2,부산광역시 사하구 괴정동 466-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.0973,128.99482,2023-02-16
505,부산광역시 사하구청,부산광역시 사하구 오작로8번길 2,부산광역시 사하구 괴정동 466-1,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.0973,128.99482,2023-02-16
506,부산광역시 사하구청,부산광역시 사하구 마하로 67,부산광역시 사하구 당리동 354-7,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10544,128.98414,2023-02-16
507,부산광역시 사하구청,부산광역시 사하구 승학로 206,부산광역시 사하구 괴정동 795-13,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10102,128.98813,2023-02-16
508,부산광역시 사하구청,부산광역시 사하구 괴정동 764-106,부산광역시 사하구 괴정동 764-106,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10047,128.98528,2023-02-16
509,부산광역시 사하구청,부산광역시 사하구 제석로59번안길 1,부산광역시 사하구 당리동 311-18,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10632,128.97458,2023-02-16
510,부산광역시 사하구청,부산광역시 사하구 동매로 161,부산광역시 사하구 당리동 331-21,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10139,128.97584,2023-02-16
511,부산광역시 사하구청,부산광역시 사하구 제석로 31,부산광역시 사하구 당리동 313-12,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.1045,128.97253,2023-02-16
512,부산광역시 사하구청,부산광역시 사하구 제석로 31,부산광역시 사하구 당리동 313-12,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.1045,128.97253,2023-02-16
513,부산광역시 사하구청,부산광역시 사하구 제석로 31,부산광역시 사하구 당리동 313-12,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.1045,128.97253,2023-02-16
514,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.10296,128.97042,2023-02-16
515,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.10296,128.97042,2023-02-16
516,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.10296,128.97042,2023-02-16
517,부산광역시 사하구청,부산광역시 사하구 제석로 6,부산광역시 사하구 하단동 62-4,다목적,1,200,360도 전방면,30,2022-09,051-220-4344,35.10296,128.97042,2023-02-16
518,부산광역시 사하구청,부산광역시 사하구 동매로66번길 34,부산광역시 사하구 하단동 381-31,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.1018,128.9663,2023-02-16
519,부산광역시 사하구청,부산광역시 사하구 낙동남로1423번길 87-5,부산광역시 사하구 하단동 781,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.1099,128.96458,2023-02-16
520,부산광역시 사하구청,부산광역시 사하구 승학로17번길 74,부산광역시 사하구 하단동 508-11,다목적,1,200,360도 전방면,30,2017-12,051-220-4344,35.10943,128.96802,2023-02-16
521,부산광역시 사하구청,부산광역시 사하구 감천동 산 99-1,부산광역시 사하구 감천동 산 99-1,다목적,1,200,360도 전방면,30,2012-09,051-220-4344,35.093919,129.011702,2023-02-16
522,부산광역시 사하구청,부산광역시 사하구 감천동 13-1523,부산광역시 사하구 감천동 13-1523,다목적,1,200,360도 전방면,30,2012-09,051-220-4344,35.092839,129.011617,2023-02-16
523,부산광역시 사하구청,부산광역시 사하구 하단2동 1203,부산광역시 사하구 하단2동 1203,다목적,1,200,360도 전방면,30,2012-09,051-220-4344,35.1071839,128.9567391,2023-02-16
